Position,Classification_Code,Starting step,Coalition,Current monthly pay,2024 monthly pay,2025 monthly pay,2024 monthly difference (2024-current),2025 monthly difference (2025 - current),Total increase over the contract,Annual pay at current monthly pay,Annual pay at monthly pay at end of contract
Revenue Agent 3,5113,10,Strikeable,5771,6146,6549,375,778,15734,69252,78588
Safety Specialist 1,1345,1,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Safety Specialist 1,1345,2,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Safety Specialist 1,1345,3,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Safety Specialist 1,1345,4,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Safety Specialist 1,1345,5,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Safety Specialist 1,1345,6,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Safety Specialist 1,1345,7,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Safety Specialist 1,1345,8,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Safety Specialist 1,1345,9,Strikeable,6051,6763,7206,712,1155,16424,72612,86472
Safety Specialist 1,1345,10,Strikeable,6350,6763,7206,413,856,17162,76200,86472
Safety Specialist 2,1346,1,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Safety Specialist 2,1346,2,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Safety Specialist 2,1346,3,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Safety Specialist 2,1346,4,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Safety Specialist 2,1346,5,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Safety Specialist 2,1346,6,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Safety Specialist 2,1346,7,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Safety Specialist 2,1346,8,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
Safety Specialist 2,1346,9,Strikeable,7327,8177,8713,850,1386,19571,87924,104556
Safety Specialist 2,1346,10,Strikeable,7678,8177,8713,499,1035,20437,92136,104556
Scientific Instrument Technician,4339,1,Strikeable,3790,4425,4943,635,1153,10848,45480,59316
Scientific Instrument Technician,4339,2,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Scientific Instrument Technician,4339,3,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Scientific Instrument Technician,4339,4,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Scientific Instrument Technician,4339,5,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Scientific Instrument Technician,4339,6,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Scientific Instrument Technician,4339,7,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Scientific Instrument Technician,4339,8,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Scientific Instrument Technician,4339,9,Strikeable,5503,6146,6549,643,1046,15073,66036,78588
Scientific Instrument Technician,4339,10,Strikeable,5771,6146,6549,375,778,15734,69252,78588
Seamster,9301,1,Strikeable,3005,3552,3952,547,947,8912,36060,47424
Seamster,9301,2,Strikeable,3095,3552,3952,457,857,9134,37140,47424
Seamster,9301,3,Strikeable,3218,3552,3952,334,734,9437,38616,47424
Seamster,9301,4,Strikeable,3335,3709,4118,374,783,9726,40020,49416
Seamster,9301,5,Strikeable,3483,3865,4301,382,818,10091,41796,51612
Seamster,9301,6,Strikeable,3629,4036,4498,407,869,10451,43548,53976
Seamster,9301,7,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Seamster,9301,8,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Seamster,9301,9,Strikeable,4155,4639,4943,484,788,11748,49860,59316
Seamster,9301,10,Strikeable,4356,4639,4943,283,587,12244,52272,59316
Securities Examiner,5671,1,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Securities Examiner,5671,2,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Securities Examiner,5671,3,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Securities Examiner,5671,4,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Securities Examiner,5671,5,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
Securities Examiner,5671,6,Strikeable,7327,8177,9143,850,1816,19571,87924,109716
Securities Examiner,5671,7,Strikeable,7678,8581,9589,903,1911,20437,92136,115068
Securities Examiner,5671,8,Strikeable,8057,8999,10065,942,2008,21372,96684,120780
Securities Examiner,5671,9,Strikeable,8450,9447,10065,997,1615,22341,101400,120780
Securities Examiner,5671,10,Strikeable,8870,9447,10065,577,1195,23377,106440,120780
Shipping Point Inspector 1,5450,1,Strikeable,3005,3427,3784,422,779,8912,36060,45408
Shipping Point Inspector 1,5450,2,Strikeable,3095,3427,3784,332,689,9134,37140,45408
Shipping Point Inspector 1,5450,3,Strikeable,3218,3552,3952,334,734,9437,38616,47424
Shipping Point Inspector 1,5450,4,Strikeable,3335,3709,4118,374,783,9726,40020,49416
Shipping Point Inspector 1,5450,5,Strikeable,3483,3865,4301,382,818,10091,41796,51612
Shipping Point Inspector 1,5450,6,Strikeable,3629,4036,4498,407,869,10451,43548,53976
Shipping Point Inspector 1,5450,7,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Shipping Point Inspector 1,5450,8,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Shipping Point Inspector 1,5450,9,Strikeable,4155,4639,4943,484,788,11748,49860,59316
Shipping Point Inspector 1,5450,10,Strikeable,4356,4639,4943,283,587,12244,52272,59316
Shipping Point Inspector 2,5451,1,Strikeable,3218,3709,4118,491,900,9437,38616,49416
Shipping Point Inspector 2,5451,2,Strikeable,3335,3709,4118,374,783,9726,40020,49416
Shipping Point Inspector 2,5451,3,Strikeable,3483,3865,4301,382,818,10091,41796,51612
Shipping Point Inspector 2,5451,4,Strikeable,3629,4036,4498,407,869,10451,43548,53976
Shipping Point Inspector 2,5451,5,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Shipping Point Inspector 2,5451,6,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Shipping Point Inspector 2,5451,7,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Shipping Point Inspector 2,5451,8,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Shipping Point Inspector 2,5451,9,Strikeable,4555,5086,5420,531,865,12735,54660,65040
Shipping Point Inspector 2,5451,10,Strikeable,4776,5086,5420,310,644,13280,57312,65040
Sign Technician 1,4131,1,Strikeable,3483,4036,4498,553,1015,10091,41796,53976
Sign Technician 1,4131,2,Strikeable,3629,4036,4498,407,869,10451,43548,53976
Sign Technician 1,4131,3,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Sign Technician 1,4131,4,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Sign Technician 1,4131,5,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Sign Technician 1,4131,6,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Sign Technician 1,4131,7,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Sign Technician 1,4131,8,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Sign Technician 1,4131,9,Strikeable,5019,5598,5964,579,945,13879,60228,71568
Sign Technician 1,4131,10,Strikeable,5256,5598,5964,342,708,14464,63072,71568
Social Service Assistant,6609,1,Strikeable,3218,3709,4118,491,900,9437,38616,49416
Social Service Assistant,6609,2,Strikeable,3335,3709,4118,374,783,9726,40020,49416
Social Service Assistant,6609,3,Strikeable,3483,3865,4301,382,818,10091,41796,51612
Social Service Assistant,6609,4,Strikeable,3629,4036,4498,407,869,10451,43548,53976
Social Service Assistant,6609,5,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Social Service Assistant,6609,6,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Social Service Assistant,6609,7,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Social Service Assistant,6609,8,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Social Service Assistant,6609,9,Strikeable,4555,5086,5420,531,865,12735,54660,65040
Social Service Assistant,6609,10,Strikeable,4776,5086,5420,310,644,13280,57312,65040
Social Service Specialist 1,6613,1,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Social Service Specialist 1,6613,2,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Social Service Specialist 1,6613,3,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Social Service Specialist 1,6613,4,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Social Service Specialist 1,6613,5,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Social Service Specialist 1,6613,6,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Social Service Specialist 1,6613,7,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Social Service Specialist 1,6613,8,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Social Service Specialist 1,6613,9,Strikeable,6664,7436,7923,772,1259,17936,79968,95076
Social Service Specialist 1,6613,10,Strikeable,6982,7436,7923,454,941,18721,83784,95076
Social Services Specialist 2,6613,1,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Social Services Specialist 2,6613,2,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Social Services Specialist 2,6613,3,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Social Services Specialist 2,6613,4,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Social Services Specialist 2,6613,5,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Social Services Specialist 2,6613,6,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Social Services Specialist 2,6613,7,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Social Services Specialist 2,6613,8,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
Social Services Specialist 2,6613,9,Strikeable,7327,8177,8713,850,1386,19571,87924,104556
Social Services Specialist 2,6613,10,Strikeable,7678,8177,8713,499,1035,20437,92136,104556
State Library Specialist 1,351,1,Strikeable,0,,,,,1500,0,
State Library Specialist 1,351,2,Strikeable,0,,,,,1500,0,
State Library Specialist 1,351,3,Strikeable,0,,,,,1500,0,
State Library Specialist 1,351,4,Strikeable,3005,3296,3652,291,647,8912,36060,43824
State Library Specialist 1,351,5,Strikeable,3095,3427,3784,332,689,9134,37140,45408
State Library Specialist 1,351,6,Strikeable,3218,3552,3952,334,734,9437,38616,47424
State Library Specialist 1,351,7,Strikeable,3335,3709,4118,374,783,9726,40020,49416
State Library Specialist 1,351,8,Strikeable,3483,3865,4301,382,818,10091,41796,51612
State Library Specialist 1,351,9,Strikeable,3629,4036,4301,407,672,10451,43548,51612
State Library Specialist 1,351,10,Strikeable,3790,4036,4301,246,511,10848,45480,51612
State Library Specialist 2,353,1,Strikeable,3335,3865,4301,530,966,9726,40020,51612
State Library Specialist 2,353,2,Strikeable,3483,3865,4301,382,818,10091,41796,51612
State Library Specialist 2,353,3,Strikeable,3629,4036,4498,407,869,10451,43548,53976
State Library Specialist 2,353,4,Strikeable,3790,4222,4715,432,925,10848,45480,56580
State Library Specialist 2,353,5,Strikeable,3964,4425,4943,461,979,11277,47568,59316
State Library Specialist 2,353,6,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
State Library Specialist 2,353,7,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
State Library Specialist 2,353,8,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
State Library Specialist 2,353,9,Strikeable,4776,5345,5695,569,919,13280,57312,68340
State Library Specialist 2,353,10,Strikeable,5019,5345,5695,326,676,13879,60228,68340
State Procurement Analyst,770,1,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
State Procurement Analyst,770,2,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
State Procurement Analyst,770,3,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
State Procurement Analyst,770,4,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
State Procurement Analyst,770,5,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
State Procurement Analyst,770,6,Strikeable,7327,8177,9143,850,1816,19571,87924,109716
State Procurement Analyst,770,7,Strikeable,7678,8581,9589,903,1911,20437,92136,115068
State Procurement Analyst,770,8,Strikeable,8057,8999,10065,942,2008,21372,96684,120780
State Procurement Analyst,770,9,Strikeable,8450,9447,10065,997,1615,22341,101400,120780
State Procurement Analyst,770,10,Strikeable,8870,9447,10065,577,1195,23377,106440,120780
Student Office Worker,100,1,Strikeable,0,4301,4301,4301,4301,1500,0,51612
Student Office Worker,100,2,Strikeable,0,4301,4301,4301,4301,1500,0,51612
Student Office Worker,100,3,Strikeable,0,4301,4301,4301,4301,1500,0,51612
Student Office Worker,100,4,Strikeable,0,4301,4301,4301,4301,1500,0,51612
Student Office Worker,100,5,Strikeable,0,4301,4301,4301,4301,1500,0,51612
Student Office Worker,100,6,Strikeable,0,4301,4301,4301,4301,1500,0,51612
Student Office Worker,100,7,Strikeable,0,4301,4301,4301,4301,1500,0,51612
Student Office Worker,100,8,Strikeable,0,4301,4301,4301,4301,1500,0,51612
Student Office Worker,100,9,Strikeable,3005,4301,4301,1296,1296,8912,36060,51612
Student Office Worker,100,10,Strikeable,3095,4301,4301,1206,1206,9134,37140,51612
Supply Specialist 1,758,1,Strikeable,0,,,,,1500,0,
Supply Specialist 1,758,2,Strikeable,3005,3427,3784,422,779,8912,36060,45408
Supply Specialist 1,758,3,Strikeable,3095,3427,3784,332,689,9134,37140,45408
Supply Specialist 1,758,4,Strikeable,3218,3552,3952,334,734,9437,38616,47424
Supply Specialist 1,758,5,Strikeable,3335,3709,4118,374,783,9726,40020,49416
Supply Specialist 1,758,6,Strikeable,3483,3865,4301,382,818,10091,41796,51612
Supply Specialist 1,758,7,Strikeable,3629,4036,4498,407,869,10451,43548,53976
Supply Specialist 1,758,8,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Supply Specialist 1,758,9,Strikeable,3964,4425,4715,461,751,11277,47568,56580
Supply Specialist 1,758,10,Strikeable,4155,4425,4715,270,560,11748,49860,56580
Supply Specialist 2,759,1,Strikeable,3629,4222,4715,593,1086,10451,43548,56580
Supply Specialist 2,759,2,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Supply Specialist 2,759,3,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Supply Specialist 2,759,4,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Supply Specialist 2,759,5,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Supply Specialist 2,759,6,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Supply Specialist 2,759,7,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Supply Specialist 2,759,8,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Supply Specialist 2,759,9,Strikeable,5256,5861,6245,605,989,14464,63072,74940
Supply Specialist 2,759,10,Strikeable,5503,5861,6245,358,742,15073,66036,74940
Tax Auditor 1,5631,1,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Tax Auditor 1,5631,2,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Tax Auditor 1,5631,3,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Tax Auditor 1,5631,4,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Tax Auditor 1,5631,5,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Tax Auditor 1,5631,6,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Tax Auditor 1,5631,7,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Tax Auditor 1,5631,8,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Tax Auditor 1,5631,9,Strikeable,6664,7436,7923,772,1259,17936,79968,95076
Tax Auditor 1,5631,10,Strikeable,6982,7436,7923,454,941,18721,83784,95076
Tax Auditor 2,5633,1,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Tax Auditor 2,5633,2,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Tax Auditor 2,5633,3,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Tax Auditor 2,5633,4,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Tax Auditor 2,5633,5,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Tax Auditor 2,5633,6,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Tax Auditor 2,5633,7,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
Tax Auditor 2,5633,8,Strikeable,7327,8177,9143,850,1816,19571,87924,109716
Tax Auditor 2,5633,9,Strikeable,7678,8581,9143,903,1465,20437,92136,109716
Tax Auditor 2,5633,10,Strikeable,8057,8581,9143,524,1086,21372,96684,109716
Tax Auditor/Entry,5630,1,Strikeable,3629,4222,4715,593,1086,10451,43548,56580
Tax Auditor/Entry,5630,2,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Tax Auditor/Entry,5630,3,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Tax Auditor/Entry,5630,4,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Tax Auditor/Entry,5630,5,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Tax Auditor/Entry,5630,6,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Tax Auditor/Entry,5630,7,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Tax Auditor/Entry,5630,8,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Tax Auditor/Entry,5630,9,Strikeable,5256,5861,6245,605,989,14464,63072,74940
Tax Auditor/Entry,5630,10,Strikeable,5503,5861,6245,358,742,15073,66036,74940
Teaching Assistant,3303,1,Strikeable,3005,3427,3784,422,779,8912,36060,45408
Teaching Assistant,3303,2,Strikeable,3095,3427,3784,332,689,9134,37140,45408
Teaching Assistant,3303,3,Strikeable,3218,3552,3952,334,734,9437,38616,47424
Teaching Assistant,3303,4,Strikeable,3335,3709,4118,374,783,9726,40020,49416
Teaching Assistant,3303,5,Strikeable,3483,3865,4301,382,818,10091,41796,51612
Teaching Assistant,3303,6,Strikeable,3629,4036,4498,407,869,10451,43548,53976
Teaching Assistant,3303,7,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Teaching Assistant,3303,8,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Teaching Assistant,3303,9,Strikeable,4155,4639,4943,484,788,11748,49860,59316
Teaching Assistant,3303,10,Strikeable,4356,4639,4943,283,587,12244,52272,59316
Traffic Survey Interviewer,1105,1,Strikeable,0,,,,,1500,0,
Traffic Survey Interviewer,1105,2,Strikeable,0,,,,,1500,0,
Traffic Survey Interviewer,1105,3,Strikeable,0,,,,,1500,0,
Traffic Survey Interviewer,1105,4,Strikeable,0,,,,,1500,0,
Traffic Survey Interviewer,1105,5,Strikeable,0,,,,,1500,0,
Traffic Survey Interviewer,1105,6,Strikeable,0,,,,,1500,0,
Traffic Survey Interviewer,1105,7,Strikeable,0,,,,,1500,0,
Traffic Survey Interviewer,1105,8,Strikeable,3005,3427,3652,422,647,8912,36060,43824
Traffic Survey Interviewer,1105,9,Strikeable,3095,3427,3652,332,557,9134,37140,43824
Traffic Survey Interviewer,1105,10,Strikeable,3218,3427,3652,209,434,9437,38616,43824
Training & Development Specialist 1,1338,1,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Training & Development Specialist 1,1338,2,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Training & Development Specialist 1,1338,3,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Training & Development Specialist 1,1338,4,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Training & Development Specialist 1,1338,5,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
