Position,Classification_Code,Starting step,Current monthly pay,2024 monthly pay,2025 monthly pay,2024 monthly difference (2024-current),2025 monthly difference (2025 - current),Total increase over the contract,Annual pay at current monthly pay,Annual pay at monthly pay at end of contract
Mail Equipment Operator 2,404,7,3790,4206,4671,416,881,"$10,848 ",45480,56052
Mail Services Assistant,405,7,3483,3859,4278,376,795,"$10,091 ",41796,51336
Manual Arts Instructor,3304,7,4155,4624,5147,469,992,"$11,748 ",49860,61764
Medical Consultant,7538,7,11825,13213,14770,1388,2945,"$30,665 ",141900,177240
Medical Laboratory Technician 1,6830,7,4356,4855,5413,499,1057,"$12,244 ",52272,64956
Medical Laboratory Technician 2,6831,7,4776,5327,5945,551,1169,"$13,280 ",57312,71340
Medical Review Coordinator,6310,7,8964,10000,11160,1036,2196,"$23,609 ",107568,133920
Mental Health Security Technician,6708,7,4155,4624,5147,469,992,"$11,748 ",49860,61764
Mental Health Therapist 1,6711,7,4155,4624,5147,469,992,"$11,748 ",49860,61764
Mental Health Therapist 2,6713,7,4555,5078,5664,523,1109,"$12,735 ",54660,67968
Mental Health Therapy Coordinator,6718,7,4555,5078,5664,523,1109,"$12,735 ",54660,67968
Mental Health Therapy Technician,6710,7,3790,4206,4671,416,881,"$10,848 ",45480,56052
Mental Health Therapy Technician,6710,7,3790,4206,4671,416,881,"$10,848 ",45480,56052
Microbiologist 1,3779,7,5503,6144,6862,641,1359,"$15,073 ",66036,82344
Microbiologist 2,3780,7,6051,6758,7550,707,1499,"$16,424 ",72612,90600
Microbiologist 3,3781,7,6982,7797,8712,815,1730,"$18,721 ",83784,104544
Motor Carrier Enforcement Officer 1,5857,7,5019,5601,6253,582,1234,"$13,879 ",60228,75036
Motor Carrier Enforcement Officer 2,5858,7,5771,6443,7198,672,1427,"$15,734 ",69252,86376
Natural Resource Specialist 1,8501,7,5019,5601,6253,582,1234,"$13,879 ",60228,75036
Natural Resource Specialist 2,8503,7,5771,6443,7198,672,1427,"$15,734 ",69252,86376
Natural Resource Specialist 3,8503,7,6664,7440,8311,776,1647,"$17,936 ",79968,99732
Natural Resource Specialist 4,8504,7,7678,8577,9586,899,1908,"$20,437 ",92136,115032
Natural Resource Specialist 5,8505,7,8450,9439,10548,989,2098,"$22,341 ",101400,126576
Nutrition Consultant,5955,7,7327,8184,9146,857,1819,"$19,571 ",87924,109752
Occupational Safety Specialist 1,5709,7,5256,5867,6552,611,1296,"$14,464 ",63072,78624
Occupational Safety Specialist 2,5710,7,6664,7440,8311,776,1647,"$17,936 ",79968,99732
Occupational Safety Specialist 3,5711,7,7327,8184,9146,857,1819,"$19,571 ",87924,109752
Occupational Therapist,6508,7,8450,9439,10548,989,2098,"$22,341 ",101400,126576
Office Assistant 1,101,7,0,,,,,"$1,500 ",0,
Office Assistant 2,103,7,3095,3420,3781,325,686,"$9,134 ",37140,45372
Office Coordinator,801,7,3790,4206,4671,416,881,"$10,848 ",45480,56052
Office Specialist 1,103,7,3483,3859,4278,376,795,"$10,091 ",41796,51336
Office Specialist 2,104,7,3790,4206,4671,416,881,"$10,848 ",45480,56052
Operations & Policy Analyst 1,870,7,5503,6144,6862,641,1359,"$15,073 ",66036,82344
Operations & Policy Analyst 2,871,7,6664,7440,8311,776,1647,"$17,936 ",79968,99732
Operations & Policy Analyst 3,873,7,7678,8577,9586,899,1908,"$20,437 ",92136,115032
Operations & Policy Analyst 4,873,7,8450,9439,10548,989,2098,"$22,341 ",101400,126576
Painter,4001,7,5256,5867,6552,611,1296,"$14,464 ",63072,78624
Paralegal,1534,7,6350,7092,7925,742,1575,"$17,162 ",76200,95100
Park Ranger 1,8434,7,4356,4854,5413,498,1057,"$12,244 ",52272,64956
Park Ranger 2,8435,7,4776,5327,5945,551,1169,"$13,280 ",57312,71340
Park Ranger 3,8436,7,5256,5867,6552,611,1296,"$14,464 ",63072,78624
Park Ranger Assistant,8433,7,3335,3692,4089,357,754,"$9,726 ",40020,49068
Park Specialist,8445,7,4155,4624,5147,469,992,"$11,748 ",49860,61764
Parking Services Representative,5550,7,3629,4025,4466,396,837,"$10,451 ",43548,53592
Parts Specialist 2,783,7,4776,5327,5945,551,1169,"$13,280 ",57312,71340
Payroll Analyst,314,7,5019,5601,6253,582,1234,"$13,879 ",60228,75036
Pharmacist,6360,7,11825,13213,14770,1388,2945,"$30,665 ",141900,177240
Pharmacist 2,6363,7,13020,14551,16270,1531,3250,"$33,613 ",156240,195240
Pharmacist Resident,6361,7,5503,6144,6862,641,1359,"$15,073 ",66036,82344
Pharmacy Clerk & Technician 2,6388,7,3964,4407,4902,443,938,"$11,277 ",47568,58824
Pharmacy Clerk & Technician 3,6389,7,4155,4624,5147,469,992,"$11,748 ",49860,61764
Physical Therapist,6503,7,8057,9000,10057,943,2000,"$21,372 ",96684,120684
Physical/Electronic Security Technician,4037,7,4776,5327,5945,551,1169,"$13,280 ",57312,71340
Physical/Electronic Security Technician 3,4039,7,5771,6443,7198,672,1427,"$15,734 ",69252,86376
Physician's Assistant,6357,7,8870,9909,11074,1039,2204,"$23,377 ",106440,132888
Planner 2,1097,7,6664,7440,8311,776,1647,"$17,936 ",79968,99732
Plumber,4005,7,5771,6443,7198,672,1427,"$15,734 ",69252,86376
Preadmissions Screening Specialist,6684,7,5771,6443,7198,672,1427,"$15,734 ",69252,86376
Print Services Technician,3446,7,3964,4407,4902,443,938,"$11,277 ",47568,58824
Printing Production Coordinator,3475,7,5503,6144,6862,641,1359,"$15,073 ",66036,82344
Procurement & Contract Specialist 1,436,7,5503,6144,6862,641,1359,"$15,073 ",66036,82344
Procurement & Contract Specialist 2,437,7,6664,7440,8311,776,1647,"$17,936 ",79968,99732
Procurement & Contract Specialist 3,438,7,7327,8184,9146,857,1819,"$19,571 ",87924,109752
Procurement And Contract Assistant,435,7,4555,5078,5664,523,1109,"$12,735 ",54660,67968
Program Analyst 1,860,7,5503,6144,6862,641,1359,"$15,073 ",66036,82344
Program Analyst 2,861,7,6664,7440,8311,776,1647,"$17,936 ",79968,99732
Program Analyst 3,863,7,7327,8184,9146,857,1819,"$19,571 ",87924,109752
Program Analyst 4,863,7,8057,9000,10057,943,2000,"$21,372 ",96684,120684
Project Manager 1,854,7,6664,7440,8311,776,1647,"$17,936 ",79968,99732
Project Manager 2,855,7,7678,8577,9586,899,1908,"$20,437 ",92136,115032
Project Manager 3,856,7,8450,9439,10548,989,2098,"$22,341 ",101400,126576
Psychiatric Social Worker,6730,7,7327,8184,9146,857,1819,"$19,571 ",87924,109752
Public Affairs Specialist 1,864,7,6051,6758,7550,707,1499,"$16,424 ",72612,90600
Public Affairs Specialist 2,865,7,7327,8184,9146,857,1819,"$19,571 ",87924,109752
Public Affairs Specialist 3,866,7,8057,9000,10057,943,2000,"$21,372 ",96684,120684
Public Health Educator 1,3337,7,5771,6443,7198,672,1427,"$15,734 ",69252,86376
Public Health Educator 2,3338,7,6350,7092,7925,742,1575,"$17,162 ",76200,95100
Public Health Nurse 2,6339,7,8964,10000,11160,1036,2196,"$23,609 ",107568,133920
Public Health Toxicologist 1,3433,7,7327,8184,9146,857,1819,"$19,571 ",87924,109752
Public Service Representative 2,333,7,3483,3859,4278,376,795,"$10,091 ",41796,51336
Public Service Representative 3,333,7,3790,4206,4671,416,881,"$10,848 ",45480,56052
Public Service Representative 4,334,7,4776,5327,5945,551,1169,"$13,280 ",57312,71340
Radiologic Technologist,6348,7,6051,6758,7550,707,1499,"$16,424 ",72612,90600
Rehabilitation Instructor For The Blind,3333,7,5503,6144,6862,641,1359,"$15,073 ",66036,82344
Rehabilitation Instructor For The Blind (Entry),3333,7,5019,5601,6253,582,1234,"$13,879 ",60228,75036
Rehabilitation Therapist,6531,7,5771,6443,7198,672,1427,"$15,734 ",69252,86376
Research Analyst 1,1115,7,4555,5078,5664,523,1109,"$12,735 ",54660,67968
Research Analyst 2,1116,7,5503,6144,6862,641,1359,"$15,073 ",66036,82344
Research Analyst 3,1117,7,6350,7092,7925,742,1575,"$17,162 ",76200,95100
Research Analyst 4,1118,7,7678,8577,9586,899,1908,"$20,437 ",92136,115032
Retirement Counselor 1,841,7,4776,5327,5945,551,1169,"$13,280 ",57312,71340
Retirement Counselor 2,843,7,5256,5867,6552,611,1296,"$14,464 ",63072,78624
Revenue Agent 1,5110,7,4155,4624,5147,469,992,"$11,748 ",49860,61764
Revenue Agent 2,5111,7,4555,5078,5664,523,1109,"$12,735 ",54660,67968
Revenue Agent 3,5113,7,5019,5601,6253,582,1234,"$13,879 ",60228,75036
Safety Specialist 1,1345,7,5503,6144,6862,641,1359,"$15,073 ",66036,82344
Safety Specialist 2,1346,7,6664,7440,8311,776,1647,"$17,936 ",79968,99732
Scientific Instrument Technician,4339,7,5019,5601,6253,582,1234,"$13,879 ",60228,75036
Seamster,9301,7,3790,4206,4671,416,881,"$10,848 ",45480,56052
Securities Examiner,5671,7,7678,8577,9586,899,1908,"$20,437 ",92136,115032
Shipping Point Inspector 1,5450,7,3790,4206,4671,416,881,"$10,848 ",45480,56052
Shipping Point Inspector 2,5451,7,4155,4624,5147,469,992,"$11,748 ",49860,61764
Sign Technician 1,4131,7,4555,5078,5664,523,1109,"$12,735 ",54660,67968
Social Service Assistant,6609,7,4155,4624,5147,469,992,"$11,748 ",49860,61764
Social Service Specialist 1,6613,7,6051,6758,7550,707,1499,"$16,424 ",72612,90600
Social Services Specialist 2,6613,7,6664,7440,8311,776,1647,"$17,936 ",79968,99732
State Library Specialist 1,351,7,3335,3692,4089,357,754,"$9,726 ",40020,49068
State Library Specialist 2,353,7,4356,4855,5413,499,1057,"$12,244 ",52272,64956
State Procurement Analyst,770,7,7678,8577,9586,899,1908,"$20,437 ",92136,115032
Student Office Worker,100,7,0,4036,4301,4036,4301,"$1,500 ",0,51612
Supply Specialist 1,758,7,3629,4025,4466,396,837,"$10,451 ",43548,53592
Supply Specialist 2,759,7,4776,5327,5945,551,1169,"$13,280 ",57312,71340
Tax Auditor 1,5631,7,6051,6758,7550,707,1499,"$16,424 ",72612,90600
Tax Auditor 2,5633,7,6982,7797,8712,815,1730,"$18,721 ",83784,104544
Tax Auditor/Entry,5630,7,4776,5327,5945,551,1169,"$13,280 ",57312,71340
Teaching Assistant,3303,7,3790,4206,4671,416,881,"$10,848 ",45480,56052
Traffic Survey Interviewer,1105,7,0,,,,,"$1,500 ",0,
Training & Development Specialist 1,1338,7,5503,6144,6862,641,1359,"$15,073 ",66036,82344
Training & Development Specialist 2,1339,7,6664,7440,8311,776,1647,"$17,936 ",79968,99732
Transportation Maintenance Coordinator 1,4161,7,5019,5601,6253,582,1234,"$13,879 ",60228,75036
Transportation Maintenance Coordinator 2,4163,7,5256,5867,6552,611,1296,"$14,464 ",63072,78624
Transportation Maintenance Specialist 1,4151,7,4155,4624,5147,469,992,"$11,748 ",49860,61764
Transportation Maintenance Specialist 2,4153,7,4555,5078,5664,523,1109,"$12,735 ",54660,67968
Transportation Maintenance Specialist Entry,4150,7,3629,4039,4497,410,868,"$10,451 ",43548,53964
Transportation Services Office Leader,333,7,5019,5601,6253,582,1234,"$13,879 ",60228,75036
Transportation Services Representative 1,331,7,4155,4624,5147,469,992,"$11,748 ",49860,61764
Transportation Services Representative 2,333,7,4555,5078,5664,523,1109,"$12,735 ",54660,67968
Transportation Telecommunications Specialist 1,4166,7,4776,5327,5945,551,1169,"$13,280 ",57312,71340
Transportation Telecommunications Specialist 2,4167,7,5256,5867,6552,611,1296,"$14,464 ",63072,78624
Transporter,4403,7,3218,3559,3938,341,720,"$9,437 ",38616,47256
Transporting Mental Health Aide,6101,7,4155,4624,5147,469,992,"$11,748 ",49860,61764
Truck Driver 1,4401,7,4155,4624,5147,469,992,"$11,748 ",49860,61764
Truck Driver 2,4403,7,4776,5327,5945,551,1169,"$13,280 ",57312,71340
Veterans Service Officer,799,7,5503,6144,6862,641,1359,"$15,073 ",66036,82344
Veterans Trust Officer,784,7,5503,6144,6862,641,1359,"$15,073 ",66036,82344
Video Producer,3176,7,6982,7797,8712,815,1730,"$18,721 ",83784,104544
Vocational Rehabilitation Counselor,6647,7,6051,6758,7550,707,1499,"$16,424 ",72612,90600
Vocational Rehabilitation Counselor Entry,6646,7,4776,5327,5945,551,1169,"$13,280 ",57312,71340
Vocational Rehabilitation Specialist,6648,7,6350,7092,7925,742,1575,"$17,162 ",76200,95100
Water Resource Data Technician 1,8510,7,4555,5078,5664,523,1109,"$12,735 ",54660,67968
Water Resource Data Technician 2,8511,7,5019,5601,6253,582,1234,"$13,879 ",60228,75036
Wildland Fire Dispatcher,8364,7,3790,4206,4671,416,881,"$10,848 ",45480,56052
Wildland Fire Dispatcher Entry,8363,7,3218,3559,3938,341,720,"$9,437 ",38616,47256
Wildland Fire Suppression Specialist,8355,7,4155,4624,5147,469,992,"$11,748 ",49860,61764
Wildland Fire Suppression Specialist Entry,8354,7,3483,3859,4278,376,795,"$10,091 ",41796,51336
Word Processing Technician 2,531,7,3629,4025,4466,396,837,"$10,451 ",43548,53592
Word Processing Technician 3,533,7,3964,4407,4902,443,938,"$11,277 ",47568,58824
Youth Corrections Unit Coordinator,6755,7,5503,6144,6862,641,1359,"$15,073 ",66036,82344
Accountant 1,1316,8,5771,6443,7196,672,1425,"$15,734 ",69252,86352
Accountant 2,1317,8,6982,7796,8708,814,1726,"$18,721 ",83784,104496
Accountant 3,1318,8,8057,9000,10059,943,2002,"$21,372 ",96684,120708
Accounting Technician,313,8,4776,5324,5939,548,1163,"$13,280 ",57312,71268
Activities Coordinator,6530,8,4776,5324,5939,548,1163,"$13,280 ",57312,71268
Administrative Law Judge 1,1510,8,8057,9000,10059,943,2002,"$21,372 ",96684,120708
Administrative Law Judge 2,1511,8,9293,10381,11602,1088,2309,"$24,420 ",111516,139224
Administrative Law Judge 3,1513,8,11267,12589,14073,1322,2806,"$29,289 ",135204,168876
Administrative Specialist 1,107,8,4356,4847,5396,491,1040,"$12,244 ",52272,64752
Administrative Specialist 2,108,8,5019,5598,6247,579,1228,"$13,879 ",60228,74964
Adult Protective Service Specialist,6616,8,6350,7091,7923,741,1573,"$17,162 ",76200,95076
Aerial Photographer,3540,8,6051,6756,7547,705,1496,"$16,424 ",72612,90564
Aircraft Pilot,8333,8,6982,7796,8708,814,1726,"$18,721 ",83784,104496
Appraiser Analyst 1,735,8,4555,5076,5660,521,1105,"$12,735 ",54660,67920
Appraiser Analyst 2,736,8,6350,7091,7923,741,1573,"$17,162 ",76200,95076
Appraiser Analyst 3,737,8,7327,8183,9142,856,1815,"$19,571 ",87924,109704
Appraiser Analyst 4,738,8,8450,9439,10548,989,2098,"$22,341 ",101400,126576
Apprenticeship Representative,4380,8,5771,6443,7196,672,1425,"$15,734 ",69252,86352
Automotive Fleet Attendant,4417,8,3790,4203,4664,413,874,"$10,848 ",45480,55968
Automotive Technician 1,4418,8,4776,5324,5939,548,1163,"$13,280 ",57312,71268
Automotive Technician 2,4419,8,5771,6443,7196,672,1425,"$15,734 ",69252,86352
Behavioral Health Specialist 1,6531,8,6051,6756,7547,705,1496,"$16,424 ",72612,90564
Behavioral Health Specialist 2,6534,8,6982,7796,8708,814,1726,"$18,721 ",83784,104496
Behavioral Health Specialist 3,6535,8,7678,8576,9584,898,1906,"$20,437 ",92136,115008
Biological Science Assistant,3769,8,3483,3856,4270,373,787,"$10,091 ",41796,51240
Business & Employment Specialist 2,6699,8,5256,5865,6548,609,1292,"$14,464 ",63072,78576
Carpenter,4003,8,5503,6143,6860,640,1357,"$15,073 ",66036,82320
Certified Occupation Therapist Assistant,6506,8,5019,5598,6247,579,1228,"$13,879 ",60228,74964
Chaplain,6680,8,6051,6756,7547,705,1496,"$16,424 ",72612,90564
Chemist 1,3715,8,6051,6756,7547,705,1496,"$16,424 ",72612,90564
Chemist 2,3716,8,6664,7443,8317,779,1653,"$17,936 ",79968,99804
Chemist 3,3717,8,7678,8576,9584,898,1906,"$20,437 ",92136,115008
Child Nutrition Specialist,5950,8,7327,8183,9142,856,1815,"$19,571 ",87924,109704
Child Support Case Manager,5139,8,5256,5865,6548,609,1292,"$14,464 ",63072,78576
Child Support Case Manager Entry,5138,8,4776,5324,5939,548,1163,"$13,280 ",57312,71268
Child Support Specialist,5133,8,5771,6443,7196,672,1425,"$15,734 ",69252,86352
Civil Engineering Specialist 1,3136,8,6350,7091,7923,741,1573,"$17,162 ",76200,95076
Civil Rights Investigator 1,5340,8,5256,5865,6548,609,1292,"$14,464 ",63072,78576
Civil Rights Investigator 2,5341,8,6664,7443,8317,779,1653,"$17,936 ",79968,99804
Claims Representative 1,5307,8,5503,6143,6860,640,1357,"$15,073 ",66036,82320
Claims Representative 2,5308,8,6051,6756,7547,705,1496,"$16,424 ",72612,90564
Client Care Surveyor,6685,8,7327,8183,9142,856,1815,"$19,571 ",87924,109704
Clinical Laboratory Scientist,6833,8,6051,6756,7547,705,1496,"$16,424 ",72612,90564
Clinical Psychologist 1,6394,8,9293,10381,11602,1088,2309,"$24,420 ",111516,139224
Clinical Psychologist 2,6395,8,10242,11442,12788,1200,2546,"$26,761 ",122904,153456
Communicable Disease Analyst,5903,8,5503,6143,6860,640,1357,"$15,073 ",66036,82320
Community Outreach Specialist,6614,8,6664,7443,8317,779,1653,"$17,936 ",79968,99804
Compliance Specialist 1,5346,8,5256,5865,6548,609,1292,"$14,464 ",63072,78576
Compliance Specialist 2,5347,8,6350,7091,7923,741,1573,"$17,162 ",76200,95076
Compliance Specialist 3,5348,8,7678,8576,9584,898,1906,"$20,437 ",92136,115008
Construction Inspector,3365,8,6982,7796,8708,814,1726,"$18,721 ",83784,104496
Construction Project Manager 1,3367,8,6982,7796,8708,814,1726,"$18,721 ",83784,104496
Construction Project Manager 2,3368,8,8057,9000,10059,943,2002,"$21,372 ",96684,120708
Construction Project Manager 3,3369,8,9293,10381,11602,1088,2309,"$24,420 ",111516,139224
Cook,9117,8,4356,4847,5396,491,1040,"$12,244 ",52272,64752
Custodial Services Coordinator,4103,8,3629,4021,4457,392,828,"$10,451 ",43548,53484
Custodian,4101,8,3218,3556,3931,338,713,"$9,437 ",38616,47172
Data Entry Control Technician,1475,8,3483,3856,4270,373,787,"$10,091 ",41796,51240
Data Entry Operator,501,8,3483,3856,4270,373,787,"$10,091 ",41796,51240
Dental Assistant 2,6394,8,5019,5598,6247,579,1228,"$13,879 ",60228,74964
Dental Hygienist,6396,8,7678,8576,9584,898,1906,"$20,437 ",92136,115008
Dietitian 2,6371,8,6664,7443,8317,779,1653,"$17,936 ",79968,99804
Disability Analyst 1,5936,8,5771,6443,7196,672,1425,"$15,734 ",69252,86352
Disability Analyst 2,5937,8,6350,7091,7923,741,1573,"$17,162 ",76200,95076
Disability Analyst 2,5937,8,6350,7091,7923,741,1573,"$17,162 ",76200,95076
District Veterinarian,6440,8,7678,8576,9584,898,1906,"$20,437 ",92136,115008
DOJ Claims Examiner,5933,8,5503,6143,6860,640,1357,"$15,073 ",66036,82320
Dormitory Counselor 1,6767,8,4155,4619,5138,464,983,"$11,748 ",49860,61656
Dormitory Counselor 2,6768,8,5019,5598,6247,579,1228,"$13,879 ",60228,74964
Economist 1,1161,8,5771,6443,7196,672,1425,"$15,734 ",69252,86352
Economist 2,1163,8,6982,7796,8708,814,1726,"$18,721 ",83784,104496
Economist 3,1163,8,8057,9000,10059,943,2002,"$21,372 ",96684,120708
Economist 4,1164,8,9293,10381,11602,1088,2309,"$24,420 ",111516,139224
Education Program Specialist 1,3300,8,8057,9000,10059,943,2002,"$21,372 ",96684,120708
Education Program Specialist 2,3301,8,9293,10381,11602,1088,2309,"$24,420 ",111516,139224
Electrician 2,4008,8,6664,7443,8317,779,1653,"$17,936 ",79968,99804
Electrician 3,4009,8,7327,8183,9142,856,1815,"$19,571 ",87924,109704
Electronic Publishing Design Specialist 1,3510,8,4356,4847,5396,491,1040,"$12,244 ",52272,64752
Electronic Publishing Design Specialist 2,3511,8,5503,6143,6860,640,1357,"$15,073 ",66036,82320
Electronic Publishing Design Specialist 3,3513,8,6051,6756,7547,705,1496,"$16,424 ",72612,90564
Electronic Security Technician 2,4051,8,6664,7443,8317,779,1653,"$17,936 ",79968,99804
Employment Adjudicator,6693,8,5771,6443,7196,672,1425,"$15,734 ",69252,86352
Employment Appeals Board Legal Staff,1543,8,7678,8576,9584,898,1906,"$20,437 ",92136,115008
Engineering Technician 2,3110,8,4776,5324,5939,548,1163,"$13,280 ",57312,71268
Engineering Technician 3,3111,8,5256,5865,6548,609,1292,"$14,464 ",63072,78576
Environmental Engineer 2,3411,8,8057,9000,10059,943,2002,"$21,372 ",96684,120708
Environmental Engineer 3,3413,8,9293,10381,11602,1088,2309,"$24,420 ",111516,139224
Environmental Health Specialist 3,3819,8,7327,8183,9142,856,1815,"$19,571 ",87924,109704
Epidemiologist 1,6316,8,6982,7796,8708,814,1726,"$18,721 ",83784,104496
Epidemiologist 2,6317,8,8057,9000,10059,943,2002,"$21,372 ",96684,120708
Epidemiologist 3,6318,8,8870,9908,11072,1038,2202,"$23,377 ",106440,132864
Equipment Operator,4433,8,5256,5865,6548,609,1292,"$14,464 ",63072,78576
Executive Assistant,830,8,6350,7091,7923,741,1573,"$17,162 ",76200,95076
Executive Support Specialist 1,118,8,4356,4847,5396,491,1040,"$12,244 ",52272,64752
Executive Support Specialist 2,119,8,5019,5598,6247,579,1228,"$13,879 ",60228,74964
Facilities Engineer 1,3351,8,6982,7796,8708,814,1726,"$18,721 ",83784,104496
