Position,Classification code,Current Step,current_monthly,monthly_pay_at_contract_end,difference in monthly pay,pct_change,Total increase over the contract,Annual pay at current monthly pay,Annual pay at monthly pay at end of contract,Difference in annual pay
Natural Resource Specialist 3,8503,8,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Natural Resource Specialist 3,8503,8,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Natural Resource Specialist 3,8503,9,7327,8705,1378,18.81%,"$19,571 ","$87,924 ","$104,460 ","$16,536 "
Natural Resource Specialist 3,8503,9,7327,8705,1378,18.81%,"$19,571 ","$87,924 ","$104,460 ","$16,536 "
Natural Resource Specialist 3,8503,10,7678,8712,1034,13.47%,"$20,437 ","$92,136 ","$104,544 ","$12,408 "
Natural Resource Specialist 3,8503,10,7678,8712,1034,13.47%,"$20,437 ","$92,136 ","$104,544 ","$12,408 "
Natural Resource Specialist 4,8504,1,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Natural Resource Specialist 4,8504,1,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Natural Resource Specialist 4,8504,2,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Natural Resource Specialist 4,8504,2,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Natural Resource Specialist 4,8504,3,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Natural Resource Specialist 4,8504,3,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Natural Resource Specialist 4,8504,4,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Natural Resource Specialist 4,8504,4,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Natural Resource Specialist 4,8504,5,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Natural Resource Specialist 4,8504,5,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Natural Resource Specialist 4,8504,6,7327,9114,1787,24.39%,"$19,571 ","$87,924 ","$109,368 ","$21,444 "
Natural Resource Specialist 4,8504,6,7327,9114,1787,24.39%,"$19,571 ","$87,924 ","$109,368 ","$21,444 "
Natural Resource Specialist 4,8504,7,7678,9550,1872,24.38%,"$20,437 ","$92,136 ","$114,600 ","$22,464 "
Natural Resource Specialist 4,8504,7,7678,9550,1872,24.38%,"$20,437 ","$92,136 ","$114,600 ","$22,464 "
Natural Resource Specialist 4,8504,8,8057,10022,1965,24.39%,"$21,372 ","$96,684 ","$120,264 ","$23,580 "
Natural Resource Specialist 4,8504,8,8057,10022,1965,24.39%,"$21,372 ","$96,684 ","$120,264 ","$23,580 "
Natural Resource Specialist 4,8504,9,8450,10039,1589,18.80%,"$22,341 ","$101,400 ","$120,468 ","$19,068 "
Natural Resource Specialist 4,8504,9,8450,10039,1589,18.80%,"$22,341 ","$101,400 ","$120,468 ","$19,068 "
Natural Resource Specialist 4,8504,10,8870,10065,1195,13.47%,"$23,377 ","$106,440 ","$120,780 ","$14,340 "
Natural Resource Specialist 4,8504,10,8870,10065,1195,13.47%,"$23,377 ","$106,440 ","$120,780 ","$14,340 "
Natural Resource Specialist 5,8505,1,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Natural Resource Specialist 5,8505,1,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Natural Resource Specialist 5,8505,2,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Natural Resource Specialist 5,8505,2,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Natural Resource Specialist 5,8505,3,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Natural Resource Specialist 5,8505,3,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Natural Resource Specialist 5,8505,4,7327,9114,1787,24.39%,"$19,571 ","$87,924 ","$109,368 ","$21,444 "
Natural Resource Specialist 5,8505,4,7327,9114,1787,24.39%,"$19,571 ","$87,924 ","$109,368 ","$21,444 "
Natural Resource Specialist 5,8505,5,7678,9550,1872,24.38%,"$20,437 ","$92,136 ","$114,600 ","$22,464 "
Natural Resource Specialist 5,8505,5,7678,9550,1872,24.38%,"$20,437 ","$92,136 ","$114,600 ","$22,464 "
Natural Resource Specialist 5,8505,6,8057,10022,1965,24.39%,"$21,372 ","$96,684 ","$120,264 ","$23,580 "
Natural Resource Specialist 5,8505,6,8057,10022,1965,24.39%,"$21,372 ","$96,684 ","$120,264 ","$23,580 "
Natural Resource Specialist 5,8505,7,8450,10511,2061,24.39%,"$22,341 ","$101,400 ","$126,132 ","$24,732 "
Natural Resource Specialist 5,8505,7,8450,10511,2061,24.39%,"$22,341 ","$101,400 ","$126,132 ","$24,732 "
Natural Resource Specialist 5,8505,8,8870,11033,2163,24.39%,"$23,377 ","$106,440 ","$132,396 ","$25,956 "
Natural Resource Specialist 5,8505,8,8870,11033,2163,24.39%,"$23,377 ","$106,440 ","$132,396 ","$25,956 "
Natural Resource Specialist 5,8505,9,9293,11040,1747,18.80%,"$24,420 ","$111,516 ","$132,480 ","$20,964 "
Natural Resource Specialist 5,8505,9,9293,11040,1747,18.80%,"$24,420 ","$111,516 ","$132,480 ","$20,964 "
Natural Resource Specialist 5,8505,10,9751,11065,1314,13.48%,"$25,550 ","$117,012 ","$132,780 ","$15,768 "
Natural Resource Specialist 5,8505,10,9751,11065,1314,13.48%,"$25,550 ","$117,012 ","$132,780 ","$15,768 "
Nutrition Consultant,5955,1,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Nutrition Consultant,5955,2,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Nutrition Consultant,5955,3,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Nutrition Consultant,5955,4,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Nutrition Consultant,5955,5,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Nutrition Consultant,5955,6,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Nutrition Consultant,5955,7,7327,9114,1787,24.39%,"$19,571 ","$87,924 ","$109,368 ","$21,444 "
Nutrition Consultant,5955,8,7678,9550,1872,24.38%,"$20,437 ","$92,136 ","$114,600 ","$22,464 "
Nutrition Consultant,5955,9,8057,9572,1515,18.80%,"$21,372 ","$96,684 ","$114,864 ","$18,180 "
Nutrition Consultant,5955,10,8450,9588,1138,13.47%,"$22,341 ","$101,400 ","$115,056 ","$13,656 "
Occupational Safety Specialist 1,5709,1,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Occupational Safety Specialist 1,5709,2,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Occupational Safety Specialist 1,5709,3,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Occupational Safety Specialist 1,5709,4,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Occupational Safety Specialist 1,5709,5,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Occupational Safety Specialist 1,5709,6,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Occupational Safety Specialist 1,5709,7,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Occupational Safety Specialist 1,5709,8,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Occupational Safety Specialist 1,5709,9,5771,6856,1085,18.80%,"$15,734 ","$69,252 ","$82,272 ","$13,020 "
Occupational Safety Specialist 1,5709,10,6051,6866,815,13.47%,"$16,424 ","$72,612 ","$82,392 ","$9,780 "
Occupational Safety Specialist 2,5710,1,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Occupational Safety Specialist 2,5710,2,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Occupational Safety Specialist 2,5710,3,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Occupational Safety Specialist 2,5710,4,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Occupational Safety Specialist 2,5710,5,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Occupational Safety Specialist 2,5710,6,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Occupational Safety Specialist 2,5710,7,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Occupational Safety Specialist 2,5710,8,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Occupational Safety Specialist 2,5710,9,7327,8705,1378,18.81%,"$19,571 ","$87,924 ","$104,460 ","$16,536 "
Occupational Safety Specialist 2,5710,10,7678,8712,1034,13.47%,"$20,437 ","$92,136 ","$104,544 ","$12,408 "
Occupational Safety Specialist 3,5711,1,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Occupational Safety Specialist 3,5711,2,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Occupational Safety Specialist 3,5711,3,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Occupational Safety Specialist 3,5711,4,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Occupational Safety Specialist 3,5711,5,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Occupational Safety Specialist 3,5711,6,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Occupational Safety Specialist 3,5711,7,7327,9114,1787,24.39%,"$19,571 ","$87,924 ","$109,368 ","$21,444 "
Occupational Safety Specialist 3,5711,8,7678,9550,1872,24.38%,"$20,437 ","$92,136 ","$114,600 ","$22,464 "
Occupational Safety Specialist 3,5711,9,8057,9572,1515,18.80%,"$21,372 ","$96,684 ","$114,864 ","$18,180 "
Occupational Safety Specialist 3,5711,10,8450,9588,1138,13.47%,"$22,341 ","$101,400 ","$115,056 ","$13,656 "
Occupational Therapist,6508,1,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Occupational Therapist,6508,2,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Occupational Therapist,6508,3,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Occupational Therapist,6508,4,7327,9114,1787,24.39%,"$19,571 ","$87,924 ","$109,368 ","$21,444 "
Occupational Therapist,6508,5,7678,9550,1872,24.38%,"$20,437 ","$92,136 ","$114,600 ","$22,464 "
Occupational Therapist,6508,6,8057,10022,1965,24.39%,"$21,372 ","$96,684 ","$120,264 ","$23,580 "
Occupational Therapist,6508,7,8450,10511,2061,24.39%,"$22,341 ","$101,400 ","$126,132 ","$24,732 "
Occupational Therapist,6508,8,8870,11033,2163,24.39%,"$23,377 ","$106,440 ","$132,396 ","$25,956 "
Occupational Therapist,6508,9,9293,11040,1747,18.80%,"$24,420 ","$111,516 ","$132,480 ","$20,964 "
Occupational Therapist,6508,10,9751,11065,1314,13.48%,"$25,550 ","$117,012 ","$132,780 ","$15,768 "
Office Assistant 1,101,1,0,0,0,,"$1,500 ",$-   , $-   , $-   
Office Assistant 1,101,2,0,0,0,,"$1,500 ",$-   , $-   , $-   
Office Assistant 1,101,3,0,0,0,,"$1,500 ",$-   , $-   , $-   
Office Assistant 1,101,4,0,0,0,,"$1,500 ",$-   , $-   , $-   
Office Assistant 1,101,5,0,0,0,,"$1,500 ",$-   , $-   , $-   
Office Assistant 1,101,6,0,0,0,,"$1,500 ",$-   , $-   , $-   
Office Assistant 1,101,7,0,0,0,,"$1,500 ",$-   , $-   , $-   
Office Assistant 1,101,8,3005,3738,733,24.39%,"$8,912 ","$36,060 ","$44,856 ","$8,796 "
Office Assistant 1,101,9,3095,3677,582,18.80%,"$9,134 ","$37,140 ","$44,124 ","$6,984 "
Office Assistant 1,101,10,3218,3651,433,13.46%,"$9,437 ","$38,616 ","$43,812 ","$5,196 "
Office Assistant 2,103,1,0,0,0,,"$1,500 ",$-   , $-   , $-   
Office Assistant 2,103,2,0,0,0,,"$1,500 ",$-   , $-   , $-   
Office Assistant 2,103,3,0,0,0,,"$1,500 ",$-   , $-   , $-   
Office Assistant 2,103,4,0,0,0,,"$1,500 ",$-   , $-   , $-   
Office Assistant 2,103,5,0,0,0,,"$1,500 ",$-   , $-   , $-   
Office Assistant 2,103,6,3005,3738,733,24.39%,"$8,912 ","$36,060 ","$44,856 ","$8,796 "
Office Assistant 2,103,7,3095,3849,754,24.36%,"$9,134 ","$37,140 ","$46,188 ","$9,048 "
Office Assistant 2,103,8,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Office Assistant 2,103,9,3335,3962,627,18.80%,"$9,726 ","$40,020 ","$47,544 ","$7,524 "
Office Assistant 2,103,10,3483,3952,469,13.47%,"$10,091 ","$41,796 ","$47,424 ","$5,628 "
Office Coordinator,801,1,3005,3738,733,24.39%,"$8,912 ","$36,060 ","$44,856 ","$8,796 "
Office Coordinator,801,2,3095,3849,754,24.36%,"$9,134 ","$37,140 ","$46,188 ","$9,048 "
Office Coordinator,801,3,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Office Coordinator,801,4,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Office Coordinator,801,5,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Office Coordinator,801,6,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Office Coordinator,801,7,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Office Coordinator,801,8,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Office Coordinator,801,9,4155,4936,781,18.80%,"$11,748 ","$49,860 ","$59,232 ","$9,372 "
Office Coordinator,801,10,4356,4943,587,13.48%,"$12,244 ","$52,272 ","$59,316 ","$7,044 "
Office Specialist 1,103,1,0,0,0,,"$1,500 ",$-   , $-   , $-   
Office Specialist 1,103,2,0,0,0,,"$1,500 ",$-   , $-   , $-   
Office Specialist 1,103,3,3005,3738,733,24.39%,"$8,912 ","$36,060 ","$44,856 ","$8,796 "
Office Specialist 1,103,4,3095,3849,754,24.36%,"$9,134 ","$37,140 ","$46,188 ","$9,048 "
Office Specialist 1,103,5,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Office Specialist 1,103,6,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Office Specialist 1,103,7,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Office Specialist 1,103,8,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Office Specialist 1,103,9,3790,4502,712,18.79%,"$10,848 ","$45,480 ","$54,024 ","$8,544 "
Office Specialist 1,103,10,3964,4498,534,13.47%,"$11,277 ","$47,568 ","$53,976 ","$6,408 "
Office Specialist 2,104,1,3005,3738,733,24.39%,"$8,912 ","$36,060 ","$44,856 ","$8,796 "
Office Specialist 2,104,2,3095,3849,754,24.36%,"$9,134 ","$37,140 ","$46,188 ","$9,048 "
Office Specialist 2,104,3,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Office Specialist 2,104,4,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Office Specialist 2,104,5,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Office Specialist 2,104,6,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Office Specialist 2,104,7,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Office Specialist 2,104,8,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Office Specialist 2,104,9,4155,4936,781,18.80%,"$11,748 ","$49,860 ","$59,232 ","$9,372 "
Office Specialist 2,104,10,4356,4943,587,13.48%,"$12,244 ","$52,272 ","$59,316 ","$7,044 "
Operations & Policy Analyst 1,870,1,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Operations & Policy Analyst 1,870,2,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Operations & Policy Analyst 1,870,3,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Operations & Policy Analyst 1,870,4,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Operations & Policy Analyst 1,870,5,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Operations & Policy Analyst 1,870,6,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Operations & Policy Analyst 1,870,7,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Operations & Policy Analyst 1,870,8,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Operations & Policy Analyst 1,870,9,6051,7189,1138,18.81%,"$16,424 ","$72,612 ","$86,268 ","$13,656 "
Operations & Policy Analyst 1,870,10,6350,7205,855,13.46%,"$17,162 ","$76,200 ","$86,460 ","$10,260 "
Operations & Policy Analyst 2,871,1,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Operations & Policy Analyst 2,871,2,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Operations & Policy Analyst 2,871,3,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Operations & Policy Analyst 2,871,4,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Operations & Policy Analyst 2,871,5,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Operations & Policy Analyst 2,871,6,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Operations & Policy Analyst 2,871,7,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Operations & Policy Analyst 2,871,8,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Operations & Policy Analyst 2,871,9,7327,8705,1378,18.81%,"$19,571 ","$87,924 ","$104,460 ","$16,536 "
Operations & Policy Analyst 2,871,10,7678,8712,1034,13.47%,"$20,437 ","$92,136 ","$104,544 ","$12,408 "
Operations & Policy Analyst 3,873,1,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Operations & Policy Analyst 3,873,1,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Operations & Policy Analyst 3,873,2,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Operations & Policy Analyst 3,873,2,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Operations & Policy Analyst 3,873,3,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Operations & Policy Analyst 3,873,3,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Operations & Policy Analyst 3,873,4,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Operations & Policy Analyst 3,873,4,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Operations & Policy Analyst 3,873,5,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Operations & Policy Analyst 3,873,5,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Operations & Policy Analyst 3,873,6,7327,9114,1787,24.39%,"$19,571 ","$87,924 ","$109,368 ","$21,444 "
Operations & Policy Analyst 3,873,6,7327,9114,1787,24.39%,"$19,571 ","$87,924 ","$109,368 ","$21,444 "
Operations & Policy Analyst 3,873,7,7678,9550,1872,24.38%,"$20,437 ","$92,136 ","$114,600 ","$22,464 "
Operations & Policy Analyst 3,873,7,7678,9550,1872,24.38%,"$20,437 ","$92,136 ","$114,600 ","$22,464 "
Operations & Policy Analyst 3,873,8,8057,10022,1965,24.39%,"$21,372 ","$96,684 ","$120,264 ","$23,580 "
Operations & Policy Analyst 3,873,8,8057,10022,1965,24.39%,"$21,372 ","$96,684 ","$120,264 ","$23,580 "
Operations & Policy Analyst 3,873,9,8450,10039,1589,18.80%,"$22,341 ","$101,400 ","$120,468 ","$19,068 "
Operations & Policy Analyst 3,873,9,8450,10039,1589,18.80%,"$22,341 ","$101,400 ","$120,468 ","$19,068 "
Operations & Policy Analyst 3,873,10,8870,10065,1195,13.47%,"$23,377 ","$106,440 ","$120,780 ","$14,340 "
Operations & Policy Analyst 3,873,10,8870,10065,1195,13.47%,"$23,377 ","$106,440 ","$120,780 ","$14,340 "
Operations & Policy Analyst 4,873,1,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Operations & Policy Analyst 4,873,2,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Operations & Policy Analyst 4,873,3,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Operations & Policy Analyst 4,873,4,7327,9114,1787,24.39%,"$19,571 ","$87,924 ","$109,368 ","$21,444 "
Operations & Policy Analyst 4,873,5,7678,9550,1872,24.38%,"$20,437 ","$92,136 ","$114,600 ","$22,464 "
Operations & Policy Analyst 4,873,6,8057,10022,1965,24.39%,"$21,372 ","$96,684 ","$120,264 ","$23,580 "
Operations & Policy Analyst 4,873,7,8450,10511,2061,24.39%,"$22,341 ","$101,400 ","$126,132 ","$24,732 "
Operations & Policy Analyst 4,873,8,8870,11033,2163,24.39%,"$23,377 ","$106,440 ","$132,396 ","$25,956 "
Operations & Policy Analyst 4,873,9,9293,11040,1747,18.80%,"$24,420 ","$111,516 ","$132,480 ","$20,964 "
Operations & Policy Analyst 4,873,10,9751,11065,1314,13.48%,"$25,550 ","$117,012 ","$132,780 ","$15,768 "
Painter,4001,1,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Painter,4001,2,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Painter,4001,3,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Painter,4001,4,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Painter,4001,5,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Painter,4001,6,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Painter,4001,7,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Painter,4001,8,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Painter,4001,9,5771,6856,1085,18.80%,"$15,734 ","$69,252 ","$82,272 ","$13,020 "
Painter,4001,10,6051,6866,815,13.47%,"$16,424 ","$72,612 ","$82,392 ","$9,780 "
Paralegal,1534,1,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Paralegal,1534,2,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Paralegal,1534,3,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Paralegal,1534,4,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Paralegal,1534,5,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Paralegal,1534,6,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Paralegal,1534,7,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Paralegal,1534,8,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Paralegal,1534,9,6982,8295,1313,18.81%,"$18,721 ","$83,784 ","$99,540 ","$15,756 "
Paralegal,1534,10,7327,8314,987,13.47%,"$19,571 ","$87,924 ","$99,768 ","$11,844 "
Park Ranger 1,8434,1,0,0,0,,"$1,500 ",$-   , $-   , $-   
Park Ranger 1,8434,1,0,0,0,,"$1,500 ",$-   , $-   , $-   
Park Ranger 1,8434,2,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Park Ranger 1,8434,2,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Park Ranger 1,8434,3,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Park Ranger 1,8434,3,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Park Ranger 1,8434,4,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
